latitude,longitude
39.12045379,-84.51040689
39.12080482,-84.50971997
39.12115853,-84.5090451
39.12150998,-84.50838357
39.1218743,-84.5076973
39.122225,-84.50702854
39.12258461,-84.50633182
39.12293051,-84.50565511
39.12328184,-84.50496637
39.1236341,-84.50427878
39.12399131,-84.50358789
39.12435151,-84.50290058
39.12470954,-84.50222913
39.12507783,-84.50155111
39.12544404,-84.50088802
39.1258199,-84.50021642
39.12618591,-84.49956886
39.12656929,-84.49889536
39.12694078,-84.49824647
39.12731835,-84.4975903
39.12769803,-84.49693465
39.12807226,-84.49629444
39.12844919,-84.49565566
39.12881203,-84.49504334
39.12916845,-84.49443963
39.12952603,-84.49382849
39.12987061,-84.49323476
39.13020966,-84.49264844
39.13053883,-84.49207942
39.13086683,-84.49151309
39.13119607,-84.4909433
39.13152292,-84.4903737
39.13183902,-84.48981744
39.13214475,-84.4892738
39.13245102,-84.48872473
39.13275887,-84.48817169
39.13305451,-84.48764285
39.1333556,-84.48710706
39.13365143,-84.48658077
39.133946,-84.4860535
39.13423125,-84.48553689
39.13450991,-84.48502637
39.13479303,-84.48450657
39.13507383,-84.48399617
39.13535621,-84.48349023
39.13564461,-84.48297902
39.13592418,-84.48248602
39.13621364,-84.48197671
39.13649175,-84.48148781
39.13678477,-84.4809728
39.13706624,-84.48047773
39.13735741,-84.47996473
39.13763894,-84.47946736
39.13792962,-84.4789518
39.13821249,-84.47844757
39.13849678,-84.47793771
39.13878216,-84.47742216
39.13906361,-84.47690932
39.13933631,-84.47640793
39.13961904,-84.47588497
39.13989433,-84.47537642
39.14017281,-84.47486567
39.14045281,-84.47435649
39.14073184,-84.47385284
39.14101913,-84.47333741
39.14130271,-84.47283043
39.14158897,-84.47231803
39.14186526,-84.47182045
39.14214977,-84.47130304
39.14243038,-84.47078657
39.14271346,-84.47025786
39.14298228,-84.46974801
39.14325534,-84.46922258
39.1435259,-84.4686954
39.14380117,-84.46815466
39.14406736,-84.46763356
39.14433817,-84.46711206
39.14461114,-84.46659957
39.14489691,-84.46607967
39.14518017,-84.46558253
39.14547829,-84.46507784
39.14577823,-84.46458484
39.14608822,-84.46408426
39.14640145,-84.46358203
39.14670882,-84.4630891
39.14702476,-84.46257994
39.14733555,-84.46207654
39.14764865,-84.46156764
39.14796114,-84.46105887
39.14827533,-84.46054732
39.14858584,-84.46004265
39.14889774,-84.45953749
39.14920335,-84.45904514
39.14950543,-84.45856188
39.14981712,-84.4580677
39.15011848,-84.45759509
39.15042545,-84.45711987
39.15073863,-84.4566419
39.15104526,-84.45617992
39.15135495,-84.45571662
39.15166931,-84.45524569
39.15197686,-84.45478024
39.15227905,-84.45431519
39.1525779,-84.45384672
39.15287873,-84.45336764
39.15317488,-84.45289072
39.15346942,-84.45241281
39.15376541,-84.45193062
39.15405368,-84.45146073
39.15435186,-84.45097583
39.15464098,-84.45050827
39.15494123,-84.45002687
39.1552335,-84.44956366
39.15553562,-84.4490918
39.15583479,-84.44863213
39.15614261,-84.44816465
39.15644305,-84.44771
39.15674276,-84.44725534
39.15704625,-84.44679354
39.15734368,-84.44634045
39.15764313,-84.44588529
39.15794747,-84.44542499
39.15824715,-84.44497539
39.15854271,-84.44453703
39.15884993,-84.44408838
39.15915203,-84.44365518
39.15946214,-84.44321848
39.15977245,-84.44278839
39.16008195,-84.44236457
39.16039259,-84.44194296
39.1607066,-84.44151909
39.16102619,-84.44108896
39.16134052,-84.44066712
39.1616498,-84.44025327
39.16197039,-84.43982647
39.16228681,-84.43940737
39.1626043,-84.43898848
39.16292251,-84.43856929
39.16323578,-84.43815632
39.16355434,-84.43773548
39.16387492,-84.43731043
39.16418913,-84.43689177
39.16450968,-84.43646195
39.16481778,-84.43604574
39.1651314,-84.43561868
39.16544022,-84.4351955
39.16574459,-84.43477641
39.16605021,-84.43435415
39.16635437,-84.43393188
39.16665653,-84.43350992
39.16695904,-84.43308549
39.16725446,-84.43267036
39.1675534,-84.43225087
39.16784946,-84.43183764
39.16814833,-84.43142383
39.16844084,-84.43102297
39.16874006,-84.43061775
39.16904653,-84.43020792
39.16934525,-84.4298131
39.16965408,-84.42940941
39.16996556,-84.42900641
39.17027421,-84.42861013
39.17058967,-84.42820681
39.17090048,-84.4278094
39.1712111,-84.42741156
39.17152409,-84.42700928
39.17183731,-84.42660508
39.17215309,-84.42619469
39.17246562,-84.42578444
39.17277422,-84.42537522
39.17308872,-84.42495433
39.17339386,-84.4245431
39.17369769,-84.42413147
39.17400496,-84.42371304
39.17430546,-84.42330211
39.17461214,-84.42288214
39.17491059,-84.4224747
39.17521466,-84.42206237
39.17551651,-84.42165575
39.17582517,-84.42124065
39.1761408,-84.42081295
39.17645747,-84.42037701
39.17677714,-84.41992899
39.17709419,-84.41947734
39.17742206,-84.41900529
39.17775058,-84.41853222
39.1780806,-84.41806273
39.17841914,-84.41759202
39.17876666,-84.41712119
39.17911704,-84.41665881
39.17946349,-84.41621238
39.1798288,-84.4157497
39.18019094,-84.41529553
39.18055523,-84.41484079
39.18092516,-84.41438106
39.18129502,-84.41392366
39.18167114,-84.41346071
39.18204108,-84.41300771
39.18242365,-84.41254165
39.18280726,-84.41207843
39.18319297,-84.41161918
39.18359429,-84.41114854
39.18399419,-84.41068512
39.18439492,-84.41022439
39.18480578,-84.40975426
39.18521217,-84.4092899
39.1856273,-84.40881593
39.18604124,-84.40834591
39.18645471,-84.40788262
39.18687514,-84.40742018
39.18729908,-84.4069635
39.18772598,-84.40651197
39.18815883,-84.40606054
39.18858984,-84.40561444
39.18901134,-84.4051791
39.18944836,-84.40472736
39.18988671,-84.40427361
39.190323,-84.40382134
39.19076454,-84.40336273
39.19120406,-84.4029052
39.19164144,-84.40244878
39.19208762,-84.40198198
39.19252784,-84.40152084
39.19297716,-84.40105048
39.1934215,-84.40058502
39.1938762,-84.40010697
39.19432318,-84.39963477
39.19478637,-84.39914406
39.19525529,-84.39864851
39.19572365,-84.39815895
39.19619978,-84.39766903
39.19669501,-84.39716646
39.19718839,-84.39667086
39.1976874,-84.39617387
39.19818667,-84.39567963
39.19869376,-84.39517999
39.19920389,-84.39467944
39.1997207,-84.39417409
39.2002308,-84.39367664
39.20075113,-84.39317073
39.20126872,-84.3926695
39.20178784,-84.39216948
39.20230862,-84.39167172
39.20283151,-84.39117782
39.20334832,-84.39069752
39.20388589,-84.39020811
39.20441793,-84.38973411
39.20493877,-84.38927683
39.2054868,-84.38879804
39.20601259,-84.3883394
39.20655683,-84.38786714
39.20708491,-84.38741502
39.20763384,-84.38695553
39.20817305,-84.38651782
39.20872579,-84.38608508
39.20927347,-84.3856687
39.20982917,-84.38525259
39.21038716,-84.38483518
39.21095084,-84.38441049
39.21151065,-84.38398605
39.21207152,-84.38356071
39.21263394,-84.38313765
39.21318898,-84.38272688
39.21376004,-84.38231209
39.21432258,-84.38190849
39.21489909,-84.38149635
39.21546061,-84.38109378
39.21602654,-84.38068693
39.21659295,-84.38027968
39.2171558,-84.37987592
39.21772513,-84.37946961
39.21830597,-84.37905816
39.21887921,-84.37865573
39.21944463,-84.37826278
39.22002125,-84.37786649
39.22060888,-84.37746727
39.22118771,-84.3770782
39.22176667,-84.37669244
39.22234526,-84.37630877
39.22292303,-84.3759253
39.22349954,-84.37553985
39.22407463,-84.37515065
39.22464362,-84.37476036
39.22521171,-84.37436667
39.22578435,-84.37396774
39.22636685,-84.37356133
39.22694054,-84.37316118
39.22750572,-84.37276725
39.22809139,-84.37235948
39.22865926,-84.37196461
39.2292479,-84.37155597
39.22982344,-84.3711575
39.23040943,-84.37075328
39.23099096,-84.37035415
39.2315726,-84.3699567
39.23214355,-84.36956633
39.23273111,-84.36916186
39.23330574,-84.36876224
39.23387265,-84.36836439
39.23444674,-84.36795794
39.23501376,-84.36755222
39.2355738,-84.36714778
39.23614103,-84.36673509
39.23669224,-84.3663319
39.23726039,-84.36591527
39.23781805,-84.3655069
39.23837508,-84.365101
39.23893193,-84.36469795
39.23948901,-84.36429698
39.24004178,-84.36390013
39.24060402,-84.36349612
39.24116112,-84.36309413
39.24171697,-84.36269028
39.24226225,-84.36229106
39.2428248,-84.36187609
39.24337247,-84.36146892
39.24391914,-84.36105948
39.24447839,-84.3606391
39.24502743,-84.36022632
39.24557518,-84.35981436
39.24612116,-84.35940227
39.24666049,-84.35899246
39.2472064,-84.35857361
39.24774538,-84.35815615
39.24828255,-84.35773834
39.24880981,-84.35732854
39.24935428,-84.35690609
39.24988923,-84.3564916
39.2504238,-84.35607807
39.25095819,-84.35566544
39.25148819,-84.35525712
39.25202739,-84.35484276
39.25256262,-84.35443262
39.25309861,-84.35402303
39.25363577,-84.3536136
39.25417448,-84.35320426
39.25471489,-84.3527955
39.25525711,-84.35238728
39.25579201,-84.3519862
39.25634229,-84.35157519
39.25688512,-84.35117111
39.25744323,-84.35075694
39.25799359,-84.35034957
39.25854517,-84.34994219
39.25909774,-84.34953477
39.25964186,-84.34913409
39.26020497,-84.34871975
39.26075914,-84.34831213
39.26131336,-84.34790443
39.26186741,-84.34749665
39.26242107,-84.34708876
39.26297414,-84.34668074
39.26352188,-84.34627597
39.26407793,-84.3458642
39.26462839,-84.34545559
39.26517777,-84.34504667
39.26572604,-84.34463737
39.26626857,-84.3442306
39.26681464,-84.34381698
39.26736334,-84.34339413
39.26790458,-84.34297
39.26843942,-84.34254585
39.26898135,-84.34210951
39.26951632,-84.3416702
39.2700492,-84.34122534
39.27057729,-84.34078068
39.2711107,-84.3403299
39.27165034,-84.33987359
39.2721879,-84.33941982
39.27272821,-84.33896527
39.27327045,-84.33850864
39.27381346,-84.33804798
39.27435602,-84.33758294
39.27489678,-84.3371145
39.27542598,-84.33665165
39.27597062,-84.33617174
39.27649961,-84.3357025
39.27703512,-84.33522444
39.27756422,-84.33475003
39.27809204,-84.33427619
39.27861926,-84.33380374
39.27914657,-84.33333348
39.27967023,-84.33287002
39.28020412,-84.33240246
39.28073568,-84.33194314
39.28126992,-84.33148886
39.28180743,-84.33104031
39.28234875,-84.33059819
39.28288982,-84.3301668
39.28344019,-84.32973959
39.28400036,-84.3293175
39.28455669,-84.32891141
39.28512762,-84.3285068
39.28569737,-84.3281106
39.28626361,-84.32771896
39.2868349,-84.32732332
39.28741014,-84.32692223
39.28797894,-84.32652154
39.28854614,-84.32611859
39.28911256,-84.32571475
39.28967874,-84.32531079
39.29024493,-84.32490679
39.29080561,-84.32450544
39.29136834,-84.32409843
39.29192766,-84.32368901
39.29248915,-84.32327519
39.29303944,-84.32286574
39.29359189,-84.32244824
39.29414238,-84.32202663
39.29469629,-84.32159702
39.29523908,-84.32116923
39.2957889,-84.32073033
39.29632862,-84.32029691
39.29687708,-84.31985552
39.297416,-84.31942049
39.29796289,-84.31897551
39.29850331,-84.31853059
39.29903691,-84.31808587
39.29957751,-84.31763136
39.30011302,-84.3171807
39.30064476,-84.31673624
39.30118662,-84.31628816
39.30172473,-84.31584726
39.30226238,-84.31540875
39.30279859,-84.3149722
39.30333327,-84.31453814
39.30386259,-84.31411107
39.30439538,-84.31368366
39.30492235,-84.31326186
39.30545657,-84.31283299
39.30598899,-84.31240169
39.30651055,-84.31197327
39.30703501,-84.31153632
39.30755955,-84.31109537
39.30809006,-84.31064825
39.30861404,-84.3102074
39.30914484,-84.30976212
39.3096778,-84.30931571
39.31021237,-84.30886762
39.31074788,-84.30841731
39.31128372,-84.30796452
39.31181516,-84.30751327
39.31236077,-84.30704847
39.31289943,-84.30658967
39.31343604,-84.30613312
39.31398433,-84.30566772
39.31453055,-84.30520587
39.31507892,-84.30474429
39.31562427,-84.30428447
39.31618198,-84.30381269
39.3167356,-84.30334431
39.3173065,-84.30286472
39.31787954,-84.30239088
39.31847003,-84.30191
39.3190781,-84.30142103
39.31969373,-84.3009335
39.32031477,-84.30044927
39.3209496,-84.299961
39.3215915,-84.29947297
39.32224441,-84.29898151
39.32289648,-84.2984968
39.32354699,-84.29802074
39.32421173,-84.29754018
39.3248739,-84.29706498
39.32553345,-84.29659396
39.32620096,-84.29611907
39.32687014,-84.29564435
39.32754599,-84.29516589
39.32821108,-84.29469541
39.32888157,-84.29422048
39.32955772,-84.29374077
39.33022308,-84.29326799
39.33089474,-84.29279014
39.33156775,-84.29231255
39.33224831,-84.29183302
39.33292703,-84.29135981
39.33360458,-84.29089159
39.33429147,-84.29041937
39.3349867,-84.28994218
39.33567191,-84.28947111
39.33636319,-84.28899381
39.33705478,-84.28851461
39.3377528,-84.28803057
39.33844598,-84.28755088
39.3391403,-84.28707268
39.33983595,-84.28659707
39.3405215,-84.28613296
39.34123202,-84.28565789
39.34192701,-84.28520026
39.34263011,-84.2847459
39.34334083,-84.28429515
39.34404037,-84.28385739
39.34474475,-84.28341814
39.34544634,-84.28297775
39.34614362,-84.28253373
39.34683704,-84.2820849
39.34752783,-84.28163096
39.34821681,-84.28117278
39.34890722,-84.28071313
39.34960224,-84.28025555
39.3503107,-84.27980009
39.35101502,-84.27935958
39.35173065,-84.27892139
39.35245158,-84.27848783
39.35317548,-84.2780556
39.35390465,-84.27761665
39.35461836,-84.27717837
39.35533516,-84.27672765
39.35604992,-84.2762678
39.3567626,-84.27579956
39.35747291,-84.27532393
39.35818071,-84.27484248
39.35888643,-84.27435768
39.35959067,-84.27387232
39.36029362,-84.27338874
39.36099458,-84.27290773
39.36169268,-84.27242921
39.36238699,-84.27195212
39.36307753,-84.2714753
39.36377046,-84.27099403
39.36444919,-84.27051981
39.36513715,-84.27003635
39.36581228,-84.26955974
39.3664921,-84.26907846
39.36717135,-84.26859708
39.36785044,-84.26811612
39.36852974,-84.26763611
39.3692096,-84.26715755
39.36989036,-84.26668093
39.37057239,-84.26620684
39.37125661,-84.26573677
39.37194246,-84.26527157
39.37262767,-84.26480874
39.37331011,-84.26434395
39.37398856,-84.26387574
39.37466219,-84.26340415
39.37533118,-84.26292841
39.37599567,-84.26244752
39.37665601,-84.26196103
39.37731191,-84.26146958
39.37796881,-84.26097009
39.37861136,-84.26047619
39.37925709,-84.25997696
39.37990174,-84.25947825
39.38054581,-84.25898101
39.38118879,-84.25848507
39.3818355,-84.2579859
39.38246927,-84.25749499
39.38310526,-84.25699858
39.38374319,-84.25649627
39.38437249,-84.25599769
39.38499862,-84.25550007
39.38562213,-84.25500389
39.38624337,-84.2545091
39.38685776,-84.25402054
39.38747556,-84.25353103
39.38809642,-84.25304141
39.38870984,-84.25256009
39.38930559,-84.25209334
39.38992982,-84.25160362
39.39053213,-84.25112961
39.39113805,-84.2506503
39.3917428,-84.25016909
39.39234638,-84.24968624
39.39294835,-84.24920179
39.3935535,-84.2487116
39.39414683,-84.24822789
39.39474414,-84.2477394
39.39534172,-84.24725155
39.39594058,-84.24676536
39.39654159,-84.2462816
39.39714513,-84.24580002
39.39775043,-84.24531933
39.39835563,-84.24483698
39.39895851,-84.24435027
39.39955732,-84.24385782
39.40015168,-84.24336044
39.40074185,-84.24285909
39.40132789,-84.24235342
39.40191529,-84.24183893
39.40249542,-84.2413249
39.40306942,-84.24081237
39.4036528,-84.2402893
39.40423211,-84.23976966
39.40481312,-84.23925033
39.4053868,-84.23874077
39.40598183,-84.23821383
39.40656185,-84.2376966
39.40714452,-84.23717022
39.40772531,-84.23663903
39.40830478,-84.23610251
39.40888252,-84.23555962
39.40946288,-84.23500515
39.41003655,-84.23444843
39.41060921,-84.23388548
39.41117651,-84.23332248
39.41175244,-84.23274662
39.41232275,-84.23217312
39.41289327,-84.23159966
39.41346494,-84.23103026
39.41403831,-84.23046713
39.41460877,-84.22991453
39.41518917,-84.22935352
39.41575543,-84.22879335
39.41631274,-84.22821754
39.41686424,-84.22761933
39.41740598,-84.22700435
39.41794881,-84.22636457
39.41847747,-84.22572458
39.41900372,-84.22507876
39.41953047,-84.22443313
39.42005174,-84.22380486
39.4205958,-84.22316686
39.42113786,-84.2225546
39.4216867,-84.22195746
39.42223214,-84.22138379
39.42280113,-84.22080507
39.42336448,-84.22025103
39.42393073,-84.21971256
39.42450019,-84.21919089
39.42507424,-84.21869017
39.42565497,-84.21821737
39.42624421,-84.21777887
39.42684332,-84.21737995
39.42745355,-84.21702596
