Time,latitude,longitude,altitude,roll,pitch,heading,airspeed
334,39.04936879,-84.68382028,874.9964554,0.2269048303,-0.03042948807,0.1699799911,2.929552531
334.5,39.04936879,-84.68382028,874.9964562,0.2269053024,-0.03043039715,0.1699799878,2.92955277
335,39.04936879,-84.68382028,874.9964569,0.2269064886,-0.03043104299,0.1699799857,2.929552686
335.5,39.04936879,-84.68382028,874.9964574,0.2269052109,-0.03043100077,0.1699799854,2.929552652
336,39.04936879,-84.68382028,874.9964582,0.2269033791,-0.03043183347,0.1699799814,2.929552626
336.5,39.04936879,-84.68382028,874.9964588,0.2269046979,-0.03043264261,0.1699799788,2.929552681
337,39.04936879,-84.68382028,874.9964593,0.2269050646,-0.03043298831,0.1699799775,2.929552747
337.508,39.04936879,-84.68382028,874.9964601,0.2269061353,-0.0304338704,0.1699799745,2.929552495
338,39.04936879,-84.68382028,874.9964609,0.2269044798,-0.03043482761,0.1699799701,2.929552679
338.5,39.04936879,-84.68382028,874.9964616,0.2269054017,-0.03043559698,0.1699799675,2.929552822
339.017,39.04936879,-84.68382028,874.9964623,0.2269070939,-0.03043650648,0.1699799646,2.929552723
339.517,39.04936879,-84.68382028,874.996463,0.2269071289,-0.03043714125,0.1699799621,2.929552756
340.017,39.04936879,-84.68382028,874.996464,0.2269064587,-0.03043850152,0.1699799565,2.929552667
340.517,39.04936879,-84.68382028,874.9964646,0.2269060161,-0.03043894612,0.1699799546,2.92955286
341.017,39.04936879,-84.68382028,874.9964653,0.2269073346,-0.03043955631,0.1699799528,2.929552761
341.517,39.04936879,-84.68382028,874.9964657,0.2269083466,-0.03043953956,0.1699799532,2.929552912
342.017,39.04936879,-84.68382028,874.9964664,0.2269099475,-0.03044009829,0.1699799517,2.929552801
342.517,39.04936879,-84.68382028,874.9964671,0.2269086458,-0.0304408667,0.1699799482,2.929552572
343.017,39.04936879,-84.68382028,874.9964681,0.2269078602,-0.03044222118,0.1699799426,2.929552474
343.517,39.04936879,-84.68382028,874.996469,0.226906663,-0.03044349081,0.1699799371,2.92955263
344.008,39.04936879,-84.68382028,874.9964695,0.2269065872,-0.03044346846,0.1699799372,2.929552866
344.517,39.04936879,-84.68382028,874.9964704,0.2269065904,-0.03044411085,0.1699799347,2.929552643
345.017,39.04936879,-84.68382028,874.9964712,0.2269050874,-0.03044477659,0.1699799315,2.929552784
345.508,39.04936879,-84.68382028,874.9964719,0.2269057359,-0.03044512024,0.1699799304,2.929552889
346.008,39.04936879,-84.68382028,874.9964725,0.2269065175,-0.03044526784,0.1699799301,2.929552906
346.517,39.04936879,-84.68382028,874.9964732,0.2269068255,-0.03044575117,0.1699799284,2.929552645
347.008,39.04936879,-84.68382028,874.996474,0.2269048388,-0.03044661338,0.1699799242,2.929552707
347.525,39.04936879,-84.68382028,874.9964746,0.2269041142,-0.03044680845,0.1699799232,2.929552875
348.008,39.04936879,-84.68382028,874.9964755,0.2269037555,-0.03044789132,0.1699799188,2.92955266
348.508,39.04936879,-84.68382028,874.9964761,0.2269046169,-0.03044860896,0.1699799163,2.929552916
349.025,39.04936879,-84.68382028,874.9964768,0.2269055813,-0.03044909893,0.1699799148,2.929553005
349.508,39.04936879,-84.68382028,874.9964774,0.2269063554,-0.03044942662,0.1699799138,2.929552919
350.017,39.04936879,-84.68382028,874.9964782,0.2269075084,-0.03045043834,0.1699799103,2.92955291
350.517,39.04936879,-84.68382028,874.9964792,0.2269070437,-0.03045190722,0.1699799044,2.929552784
351.025,39.04936879,-84.68382028,874.9964799,0.2269071082,-0.03045257601,0.1699799018,2.929553025
351.517,39.04936879,-84.68382028,874.9964806,0.2269086395,-0.03045311171,0.1699799003,2.929552945
352.008,39.04936879,-84.68382028,874.9964813,0.2269068784,-0.03045382232,0.1699798968,2.929552674
352.517,39.04936879,-84.68382028,874.9964819,0.2269057203,-0.03045426287,0.1699798947,2.929552922
353.017,39.04936879,-84.68382028,874.9964827,0.226906091,-0.03045493603,0.1699798922,2.929552953
353.508,39.04936879,-84.68382028,874.9964834,0.2269045942,-0.03045588669,0.1699798879,2.929553013
354.017,39.04936879,-84.68382028,874.9964841,0.2269055537,-0.03045651196,0.1699798858,2.929552989
354.525,39.04936879,-84.68382028,874.9964846,0.2269064185,-0.03045669489,0.1699798854,2.929553023
